match_id,set_id,rally,player_A,player_B,score_A,score_B,winner,type,pressure_score,smasher,hit_x,hit_y,landing_x,landing_y
Sim_Match_001,1,1,Zii Jia (Power),Rookie_A (Weak),0,0,A,失误,43,,0,0,0,0
Sim_Match_001,1,2,Zii Jia (Power),Rookie_A (Weak),1,0,A,失误,73,,0,0,0,0
Sim_Match_001,1,3,Zii Jia (Power),Rookie_A (Weak),2,0,A,杀球,62,A,0,0,0,0
Sim_Match_001,1,4,Zii Jia (Power),Rookie_A (Weak),3,0,A,平抽,57,,0,0,0,0
Sim_Match_001,1,5,Zii Jia (Power),Rookie_A (Weak),4,0,A,杀球,55,A,0,0,0,0
Sim_Match_001,1,6,Zii Jia (Power),Rookie_A (Weak),5,0,A,杀球,21,A,0,0,0,0
Sim_Match_001,1,7,Zii Jia (Power),Rookie_A (Weak),6,0,A,杀球,53,A,0,0,0,0
Sim_Match_001,1,8,Zii Jia (Power),Rookie_A (Weak),7,0,A,杀球,21,A,0,0,0,0
Sim_Match_001,1,9,Zii Jia (Power),Rookie_A (Weak),8,0,A,杀球,49,A,0,0,0,0
Sim_Match_001,1,10,Zii Jia (Power),Rookie_A (Weak),9,0,A,杀球,58,A,0,0,0,0
Sim_Match_001,1,11,Zii Jia (Power),Rookie_A (Weak),10,0,A,其他,38,B,0,0,0,0
Sim_Match_001,1,12,Zii Jia (Power),Rookie_A (Weak),11,0,A,其他,52,B,0,0,0,0
Sim_Match_001,1,13,Zii Jia (Power),Rookie_A (Weak),12,0,A,吊球,54,,0,0,0,0
Sim_Match_001,1,14,Zii Jia (Power),Rookie_A (Weak),13,0,A,网前球,51,,0,0,0,0
Sim_Match_001,1,15,Zii Jia (Power),Rookie_A (Weak),14,0,A,平抽,72,,0,0,0,0
Sim_Match_001,1,16,Zii Jia (Power),Rookie_A (Weak),15,0,A,杀球,58,A,0,0,0,0
Sim_Match_001,1,17,Zii Jia (Power),Rookie_A (Weak),16,0,A,失误,54,,0,0,0,0
Sim_Match_001,1,18,Zii Jia (Power),Rookie_A (Weak),17,0,A,杀球,55,A,0,0,0,0
Sim_Match_001,1,19,Zii Jia (Power),Rookie_A (Weak),18,0,A,其他,44,B,0,0,0,0
Sim_Match_001,1,20,Zii Jia (Power),Rookie_A (Weak),19,0,A,失误,38,,0,0,0,0
Sim_Match_001,1,21,Zii Jia (Power),Rookie_A (Weak),20,0,A,失误,65,,0,0,0,0
Sim_Match_001,2,1,Zii Jia (Power),Rookie_A (Weak),0,0,A,失误,62,,0,0,0,0
Sim_Match_001,2,2,Zii Jia (Power),Rookie_A (Weak),1,0,A,其他,54,,0,0,0,0
Sim_Match_001,2,3,Zii Jia (Power),Rookie_A (Weak),2,0,A,网前球,61,,0,0,0,0
Sim_Match_001,2,4,Zii Jia (Power),Rookie_A (Weak),3,0,A,杀球,63,A,0,0,0,0
Sim_Match_001,2,5,Zii Jia (Power),Rookie_A (Weak),4,0,A,网前球,41,,0,0,0,0
Sim_Match_001,2,6,Zii Jia (Power),Rookie_A (Weak),5,0,A,其他,46,B,0,0,0,0
Sim_Match_001,2,7,Zii Jia (Power),Rookie_A (Weak),6,0,A,网前球,71,,0,0,0,0
Sim_Match_001,2,8,Zii Jia (Power),Rookie_A (Weak),7,0,A,杀球,29,A,0,0,0,0
Sim_Match_001,2,9,Zii Jia (Power),Rookie_A (Weak),8,0,B,平抽,67,,0,0,0,0
Sim_Match_001,2,10,Zii Jia (Power),Rookie_A (Weak),8,1,A,杀球,39,A,0,0,0,0
Sim_Match_001,2,11,Zii Jia (Power),Rookie_A (Weak),9,1,A,平抽,97,,0,0,0,0
Sim_Match_001,2,12,Zii Jia (Power),Rookie_A (Weak),10,1,A,平抽,65,,0,0,0,0
Sim_Match_001,2,13,Zii Jia (Power),Rookie_A (Weak),11,1,A,吊球,43,,0,0,0,0
Sim_Match_001,2,14,Zii Jia (Power),Rookie_A (Weak),12,1,A,杀球,62,A,0,0,0,0
Sim_Match_001,2,15,Zii Jia (Power),Rookie_A (Weak),13,1,A,杀球,62,A,0,0,0,0
Sim_Match_001,2,16,Zii Jia (Power),Rookie_A (Weak),14,1,A,杀球,48,A,0,0,0,0
Sim_Match_001,2,17,Zii Jia (Power),Rookie_A (Weak),15,1,B,平抽,47,,0,0,0,0
Sim_Match_001,2,18,Zii Jia (Power),Rookie_A (Weak),15,2,A,失误,35,,0,0,0,0
Sim_Match_001,2,19,Zii Jia (Power),Rookie_A (Weak),16,2,A,其他,62,,0,0,0,0
Sim_Match_001,2,20,Zii Jia (Power),Rookie_A (Weak),17,2,A,失误,44,,0,0,0,0
Sim_Match_001,2,21,Zii Jia (Power),Rookie_A (Weak),18,2,A,杀球,62,A,0,0,0,0
Sim_Match_001,2,22,Zii Jia (Power),Rookie_A (Weak),19,2,A,杀球,69,A,0,0,0,0
Sim_Match_001,2,23,Zii Jia (Power),Rookie_A (Weak),20,2,A,其他,71,B,0,0,0,0
Sim_Match_002,1,1,Rookie_A (Weak),Zii Jia (Power),0,0,B,平抽,43,,0,0,0,0
Sim_Match_002,1,2,Rookie_A (Weak),Zii Jia (Power),0,1,B,杀球,44,B,0,0,0,0
Sim_Match_002,1,3,Rookie_A (Weak),Zii Jia (Power),0,2,B,杀球,58,B,0,0,0,0
Sim_Match_002,1,4,Rookie_A (Weak),Zii Jia (Power),0,3,B,失误,20,,0,0,0,0
Sim_Match_002,1,5,Rookie_A (Weak),Zii Jia (Power),0,4,B,失误,37,,0,0,0,0
Sim_Match_002,1,6,Rookie_A (Weak),Zii Jia (Power),0,5,B,吊球,58,,0,0,0,0
Sim_Match_002,1,7,Rookie_A (Weak),Zii Jia (Power),0,6,B,其他,24,,0,0,0,0
Sim_Match_002,1,8,Rookie_A (Weak),Zii Jia (Power),0,7,B,吊球,49,,0,0,0,0
Sim_Match_002,1,9,Rookie_A (Weak),Zii Jia (Power),0,8,B,其他,60,A,0,0,0,0
Sim_Match_002,1,10,Rookie_A (Weak),Zii Jia (Power),0,9,B,吊球,43,,0,0,0,0
Sim_Match_002,1,11,Rookie_A (Weak),Zii Jia (Power),0,10,B,网前球,65,,0,0,0,0
Sim_Match_002,1,12,Rookie_A (Weak),Zii Jia (Power),0,11,B,网前球,48,,0,0,0,0
Sim_Match_002,1,13,Rookie_A (Weak),Zii Jia (Power),0,12,B,平抽,52,,0,0,0,0
Sim_Match_002,1,14,Rookie_A (Weak),Zii Jia (Power),0,13,A,杀球,32,A,0,0,0,0
Sim_Match_002,1,15,Rookie_A (Weak),Zii Jia (Power),1,13,B,网前球,35,,0,0,0,0
Sim_Match_002,1,16,Rookie_A (Weak),Zii Jia (Power),1,14,B,吊球,70,,0,0,0,0
Sim_Match_002,1,17,Rookie_A (Weak),Zii Jia (Power),1,15,B,失误,32,,0,0,0,0
Sim_Match_002,1,18,Rookie_A (Weak),Zii Jia (Power),1,16,B,杀球,42,B,0,0,0,0
Sim_Match_002,1,19,Rookie_A (Weak),Zii Jia (Power),1,17,B,吊球,46,,0,0,0,0
Sim_Match_002,1,20,Rookie_A (Weak),Zii Jia (Power),1,18,B,吊球,46,,0,0,0,0
Sim_Match_002,1,21,Rookie_A (Weak),Zii Jia (Power),1,19,B,杀球,55,B,0,0,0,0
