match_id,set_id,rally,player_A,player_B,score_A,score_B,winner,type,pressure_score,smasher,hit_x,hit_y,landing_x,landing_y
Live_Match_01,1,1,选手 A,选手 B,1,0,A,杀球,50,None,0,0,0,0
Live_Match_01,1,2,选手 A,选手 B,2,0,A,平抽,50,None,0,0,0,0
Live_Match_01,1,3,选手 A,选手 B,3,0,A,平抽,50,A,0,0,0,0
Live_Match_01,1,4,选手 A,选手 B,4,0,A,吊球,50,A,0,0,0,0
Live_Match_01,1,5,选手 A,选手 B,5,0,A,吊球,50,A,0,0,0,0
Live_Match_01,1,6,选手 A,选手 B,6,0,A,吊球,50,A,0,0,0,0
Live_Match_01,1,7,选手 A,选手 B,7,0,A,吊球,50,A,0,0,0,0
Live_Match_01,1,8,选手 A,选手 B,7,1,B,吊球,50,A,0,0,0,0
Live_Match_01,1,9,选手 A,选手 B,7,2,B,失误,50,B,0,0,0,0
Live_Match_01,1,10,选手 A,选手 B,7,3,B,失误,50,B,0,0,0,0
Live_Match_01,1,11,选手 A,选手 B,7,4,B,失误,50,B,0,0,0,0
Live_Match_01,1,12,选手 A,选手 B,8,4,A,杀球,50,B,0,0,0,0
Live_Match_01,1,13,选手 A,选手 B,9,4,A,杀球,50,B,0,0,0,0
Live_Match_01,1,14,选手 A,选手 B,10,4,A,杀球,50,B,0,0,0,0
Live_Match_01,1,15,选手 A,选手 B,10,5,B,杀球,50,B,0,0,0,0
Live_Match_01,1,16,选手 A,选手 B,10,6,B,杀球,50,B,0,0,0,0
Live_Match_01,1,17,选手 A,选手 B,10,7,B,杀球,50,B,0,0,0,0
Live_Match_01,1,18,选手 A,选手 B,11,7,A,杀球,50,B,0,0,0,0
Live_Match_01,1,19,选手 A,选手 B,11,8,B,杀球,50,A,0,0,0,0
Live_Match_01,1,20,选手 A,选手 B,12,8,A,杀球,50,A,0,0,0,0
Live_Match_01,1,21,选手 A,选手 B,12,9,B,杀球,50,A,0,0,0,0
Live_Match_01,1,22,选手 A,选手 B,13,9,A,杀球,50,A,0,0,0,0
Live_Match_01,1,23,选手 A,选手 B,14,9,A,杀球,50,A,0,0,0,0
Live_Match_01,1,24,选手 A,选手 B,15,9,A,杀球,50,A,0,0,0,0
Live_Match_01,1,25,选手 A,选手 B,16,9,A,平抽,50,A,0,0,0,0
Live_Match_01,1,26,选手 A,选手 B,16,10,B,平抽,50,None,0,0,0,0
Live_Match_01,1,27,选手 A,选手 B,16,11,B,平抽,50,None,0,0,0,0
Live_Match_01,1,28,选手 A,选手 B,16,12,B,平抽,50,None,0,0,0,0
Live_Match_01,1,29,选手 A,选手 B,17,12,A,平抽,50,None,0,0,0,0
Live_Match_01,1,30,选手 A,选手 B,17,13,B,挑球,50,None,0,0,0,0
Live_Match_01,1,31,选手 A,选手 B,17,14,B,挑球,50,None,0,0,0,0
Live_Match_01,1,32,选手 A,选手 B,17,15,B,挑球,50,None,0,0,0,0
Live_Match_01,1,33,选手 A,选手 B,17,16,B,挑球,50,None,0,0,0,0
Live_Match_01,1,34,选手 A,选手 B,17,17,B,挑球,50,None,0,0,0,0
Live_Match_01,1,35,选手 A,选手 B,17,18,B,挑球,50,None,0,0,0,0
Live_Match_01,1,36,选手 A,选手 B,17,19,B,挑球,50,None,0,0,0,0
Live_Match_01,1,37,选手 A,选手 B,18,19,A,网前球,50,None,0,0,0,0
Live_Match_01,1,38,选手 A,选手 B,19,19,A,网前球,50,None,0,0,0,0
Live_Match_01,1,39,选手 A,选手 B,19,20,B,网前球,50,None,0,0,0,0
Live_Match_01,1,40,选手 A,选手 B,19,21,B,网前球,50,None,0,0,0,0
Live_Match_01,2,1,选手 A,选手 B,0,0,Unknown,开局,50,None,0,0,0,0
Live_Match_01,2,2,选手 A,选手 B,1,0,A,杀球,50,A,0,0,0,0
Live_Match_01,2,3,选手 A,选手 B,2,0,A,网前球,50,None,0,0,0,0
Live_Match_01,2,4,选手 A,选手 B,2,1,B,吊球,50,None,0,0,0,0
Live_Match_01,2,5,选手 A,选手 B,2,2,B,网前球,50,None,0,0,0,0
Live_Match_01,2,6,选手 A,选手 B,2,3,B,杀球,63,A,0,0,0,0
Live_Match_01,2,7,选手 A,选手 B,3,3,A,失误,52,B,0,0,0,0
Live_Match_01,2,8,选手 A,选手 B,3,4,B,失误,52,A,0,0,0,0
Live_Match_01,2,9,选手 A,选手 B,3,5,B,失误,65,A,0,0,0,0
Live_Match_01,2,10,选手 A,选手 B,4,5,A,网前球,53,A,0,0,0,0
Live_Match_01,2,11,选手 A,选手 B,5,5,A,网前球,53,A,0,0,0,0
Live_Match_01,2,12,选手 A,选手 B,6,5,A,网前球,53,A,0,0,0,0
Live_Match_01,2,13,选手 A,选手 B,7,5,A,挑球,53,A,0,0,0,0
Live_Match_01,2,14,选手 A,选手 B,8,5,A,杀球,53,A,0,0,0,0
Live_Match_01,2,15,选手 A,选手 B,9,5,A,挑球,53,A,0,0,0,0
Live_Match_01,2,16,选手 A,选手 B,9,6,B,挑球,53,B,0,0,0,0
Live_Match_01,2,17,选手 A,选手 B,9,7,B,挑球,53,B,0,0,0,0
Live_Match_01,2,18,选手 A,选手 B,10,7,A,网前球,53,B,0,0,0,0
Live_Match_01,2,19,选手 A,选手 B,11,7,A,网前球,53,B,0,0,0,0
Live_Match_01,2,20,选手 A,选手 B,11,8,B,网前球,53,B,0,0,0,0
